sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ethylene glycol monobutyl ether";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"ethylene glycol monobutyl ether";"2-butoxyethanol";"111-76-2";"C6H14O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 30-44-5-3W (G-30)";"ethylene glycol monobutyl ether";"2-butoxyethanol";"111-76-2";"C6H14O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Aluminum Alloy (3003/ 5154)";"ethylene glycol monobutyl ether";"2-butoxyethanol";"111-76-2";"C6H14O2";"alcohols";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"ethylene glycol monobutyl ether";"2-butoxyethanol";"111-76-2";"C6H14O2";"alcohols";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ethylene glycol monobutyl ether";"2-butoxyethanol";"111-76-2";"C6H14O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ethylene glycol monobutyl ether";"2-butoxyethanol";"111-76-2";"C6H14O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Brass (>15Zn)";"ethylene glycol monobutyl ether";"2-butoxyethanol";"111-76-2";"C6H14O2";"alcohols";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Brass (>15Zn)";"ethylene glycol monobutyl ether";"2-butoxyethanol";"111-76-2";"C6H14O2";"alcohols";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cast Iron, Gray/ Ductile";"ethylene glycol monobutyl ether";"2-butoxyethanol";"111-76-2";"C6H14O2";"alcohols";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cast Iron, Gray/ Ductile";"ethylene glycol monobutyl ether";"2-butoxyethanol";"111-76-2";"C6H14O2";"alcohols";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Copper/ Bronze/ Low Brass";"ethylene glycol monobutyl ether";"2-butoxyethanol";"111-76-2";"C6H14O2";"alcohols";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Copper/ Bronze/ Low Brass";"ethylene glycol monobutyl ether";"2-butoxyethanol";"111-76-2";"C6H14O2";"alcohols";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Copper-Nickel";"ethylene glycol monobutyl ether";"2-butoxyethanol";"111-76-2";"C6H14O2";"alcohols";"100";"25 – 175";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Copper-Nickel";"ethylene glycol monobutyl ether";"2-butoxyethanol";"111-76-2";"C6H14O2";"alcohols";"100";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cr Stainless Steel (17Cr)";"ethylene glycol monobutyl ether";"2-butoxyethanol";"111-76-2";"C6H14O2";"alcohols";"100";"25 – 175";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cr Stainless Steel (17Cr)";"ethylene glycol monobutyl ether";"2-butoxyethanol";"111-76-2";"C6H14O2";"alcohols";"100";"175 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
